,title,studio,domestic_gross,foreign_gross,year
953,Jiro Dreams of Sushi,Magn.,2600000,0,2012-01-01
954,Dabangg 2,Eros,2500000,0,2012-01-01
955,Kid With a Bike,IFC,1500000,1000000,2012-01-01
956,The Queen of Versailles,Magn.,2400000,0,2012-01-01
957,Ek Tha Tiger,Yash,2300000,0,2012-01-01
958,Chico & Rita,GK,351000,1900000,2012-01-01
959,Stolen (2012),MNE,304000,1800000,2012-01-01
960,Footnote,SPC,2000000,0,2012-01-01
961,The Imposter,IM,898000,1100000,2012-01-01
962,Agneepath,Eros,2000000,0,2012-01-01
963,The Day I Saw Your Heart,FM,3500,2000000,2012-01-01
964,English Vinglish,Eros,1900000,0,2012-01-01
965,Housefull 2,Eros,1800000,0,2012-01-01
966,The Cup (2012),Myr.,0,1800000,2012-01-01
967,Tales of the Night,GK,11000,1700000,2012-01-01
968,Beloved (2012),IFC,138000,1500000,2012-01-01
969,360,Magn.,100000,1600000,2012-01-01
970,2 Days in New York,Magn.,633000,1000000,2012-01-01
971,Your Sister's Sister,IFC,1600000,0,2012-01-01
972,Hermano,MBox,29900,1600000,2012-01-01
973,Lay the Favorite,RTWC,21000,1600000,2012-01-01
974,Soldiers of Fortune,RAtt.,38900,1500000,2012-01-01
975,A Late Quartet,EOne,1600000,0,2012-01-01
976,I Wish,Magn.,146000,1400000,2012-01-01
977,The Salt of Life,Zeit.,317000,1200000,2012-01-01
978,Chicken with Plums,SPC,254000,1200000,2012-01-01
979,Marley,Magn.,1400000,0,2012-01-01
980,The Paperboy,MNE,693000,661000,2012-01-01
981,Chasing Ice,SD,1300000,0,2012-01-01
982,Unforgivable,Strand,154000,1200000,2012-01-01
983,A Little Bit of Heaven,MNE,15400,1300000,2012-01-01
984,The Other Son,Cohen,1300000,0,2012-01-01
985,Meerkats,NGE,778000,482000,2012-01-01
986,"For a Good Time, Call...",Focus,1300000,0,2012-01-01
987,Take This Waltz,Magn.,1200000,0,2012-01-01
988,Cocktail (2012),Eros,1200000,0,2012-01-01
989,Once Upon a Time in Anatolia,CGld,152000,1000000,2012-01-01
990,Ek Main Aur Ekk Tu,UTV,1200000,0,2012-01-01
991,The Deep Blue Sea,MBox,1100000,0,2012-01-01
992,Coriolanus,Wein.,757000,315000,2012-01-01
993,Diana Vreeland: The Eye Has to Travel,Gold.,1000000,0,2012-01-01
994,First Position,IFC,1000000,0,2012-01-01
995,Damsels in Distress,SPC,1000000,0,2012-01-01
996,Rampart,MNE,973000,0,2012-01-01
997,Elles,KL,158000,754000,2012-01-01
998,W.E.,Wein.,583000,285000,2012-01-01
999,Breathing,KL,4600,803000,2012-01-01
1000,Darling Companion,SPC,794000,0,2012-01-01
1001,Teri Meri Kahaani,Eros,781000,0,2012-01-01
1002,Son of Sardaar,Eros,772000,0,2012-01-01
1003,Agent Vinod,Eros,698000,0,2012-01-01
1004,Student of the Year,Eros,670000,0,2012-01-01
1005,The Polar Express (2012 re-issue),WB,669000,0,2012-01-01
1006,Holy Motors,IM,641000,0,2012-01-01
1007,Free Men,FM,53800,564000,2012-01-01
1008,"Peace, Love and Misunderstanding",IFC,591000,0,2012-01-01
1009,Undefeated (2012),Wein.,562000,0,2012-01-01
1010,Sister (2012),AF,155000,400000,2012-01-01
1011,Vicky Donor,Eros,549000,0,2012-01-01
1012,Being Flynn,Focus,540000,0,2012-01-01
1013,Ai Weiwei: Never Sorry,IFC,534000,0,2012-01-01
1014,Where Do We Go Now?,SPC,532000,0,2012-01-01
1015,Bully (2012),Wein.,279000,182000,2012-01-01
1016,Ferrari Ki Sawaari,Eros,434000,0,2012-01-01
1017,Dark Tide,WHE,0,432000,2012-01-01
1018,Apartment 143,Magn.,400,426000,2012-01-01
1019,Sound of My Voice,FoxS,408000,0,2012-01-01
1020,Khiladi 786,Eros,379000,0,2012-01-01
1021,Smashed,SPC,377000,0,2012-01-01
1022,Universal Soldier: Day of Reckoning,Magn.,5500,364000,2012-01-01
1023,The Oranges,ATO,366000,0,2012-01-01
1024,Liberal Arts,IFC,327000,0,2012-01-01
1025,Compliance,Magn.,319000,0,2012-01-01
1026,Back to 1942,CL,313000,0,2012-01-01
1027,The Flowers of War,WHE,311000,0,2012-01-01
1028,Something From Nothing: The Art of Rap,IM,288000,0,2012-01-01
1029,Love in the Buff,CL,256000,0,2012-01-01
1030,Lola Versus,FoxS,253000,0,2012-01-01
1031,Keep the Lights On,MBox,246000,0,2012-01-01
1032,Gerhard Richter Painting,KL,243000,0,2012-01-01
1033,Trishna,IFC,240000,0,2012-01-01
1034,Elena,Zeit.,233000,0,2012-01-01
1035,Tezz,Eros,230000,0,2012-01-01
1036,The Viral Factor,CL,220000,0,2012-01-01
1037,Neil Young Journeys,SPC,215000,0,2012-01-01
1038,Tai Chi Zero,Vari.,212000,0,2012-01-01
1039,The House I Live In,Abr.,211000,0,2012-01-01
1040,10 Years,Anch.,203000,0,2012-01-01
1041,17 Girls,Strand,15100,186000,2012-01-01
1042,Tim & Eric's Billion Dollar Movie,Magn.,201000,0,2012-01-01
1043,Any Day Now,MBox,201000,0,2012-01-01
1044,Tere Naal Love Ho Gaya,UTV,178000,0,2012-01-01
1045,The Hunter (2012),Magn.,177000,0,2012-01-01
1046,Butter,RTWC,105000,70700,2012-01-01
1047,Kill List,IFC,29100,143000,2012-01-01
1048,Flying Swords of Dragon Gate,IM,170000,0,2012-01-01
1049,Joker,UTV,169000,0,2012-01-01
1050,Dark Horse,BM&DH,166000,0,2012-01-01
1051,Shirin Farhad Ki Toh Nikal Padi,Eros,156000,0,2012-01-01
1052,Bullhead,Drft.,152000,0,2012-01-01
1053,Chakravyuh,Eros,152000,0,2012-01-01
1054,Luv Shuv Tey Chicken Khurana,UTV,144000,0,2012-01-01
1055,High School,Anch.,139000,0,2012-01-01
1056,Warriors of the Rainbow: Seediq Bale,WGUSA,136000,0,2012-01-01
1057,The Loneliest Planet,IFC,130000,0,2012-01-01
1058,Forgiveness of Blood,IFC,127000,0,2012-01-01
1059,Toys in the Attic,Hann.,64900,61600,2012-01-01
1060,"Turn Me On, Dammit!",NYer,126000,0,2012-01-01
1061,God Bless America,Magn.,123000,0,2012-01-01
1062,Bullet Vanishes,CL,118000,0,2012-01-01
1063,The Woman in the Fifth,ATO,114000,0,2012-01-01
1064,5 Broken Cameras,KL,110000,0,2012-01-01
1065,Hello I Must Be Going,Osci.,107000,0,2012-01-01
1066,The Magic of Belle Isle,Magn.,102000,0,2012-01-01
1067,"Oslo, August 31st",Strand,101000,0,2012-01-01
1068,Wuthering Heights (2012),Osci.,101000,0,2012-01-01
1069,Mugamoodi,UTV,101000,0,2012-01-01
1070,V/H/S,Magn.,100000,0,2012-01-01
1071,Goodbye First Love,IFC,95000,0,2012-01-01
1072,Marina Abramovic: The Artist is Present,MBox,86600,0,2012-01-01
1073,The Eye of the Storm,SEG,83600,0,2012-01-01
1074,Wagner & Me,FRun,37700,41000,2012-01-01
1075,The Innkeepers,Magn.,78400,0,2012-01-01
1076,This is Not a Film,PalT,77000,0,2012-01-01
1077,The Island President,Gold.,76400,0,2012-01-01
1078,Detachment,Trib.,72700,0,2012-01-01
1079,The Green Wave,RF,0,70100,2012-01-01
1080,Attenberg,Strand,24000,45900,2012-01-01
1081,Deadfall (2012),Magn.,66400,0,2012-01-01
1082,Girlfriend Boyfriend - GF BF,CL,64400,0,2012-01-01
1083,Vulgaria,CL,59100,0,2012-01-01
1084,The Turin Horse,CGld,56400,0,2012-01-01
1085,Jodi Breakers,Yash,52600,0,2012-01-01
1086,Painted Skin: The Resurrection,WGUSA,50400,0,2012-01-01
1087,"All's Well, End's Well (2012)",CL,47900,0,2012-01-01
1088,North Sea Texas,Strand,28300,16700,2012-01-01
1089,Double Trouble,CL,44800,0,2012-01-01
1090,The Fairy,KL,38400,0,2012-01-01
1091,Hit So Hard,Vari.,34000,0,2012-01-01
1092,Kalakalappu@Masala Cafe,UTV,30900,0,2012-01-01
1093,The Bay,RAtt.,30700,0,2012-01-01
1094,You've Been Trumped,ICir,29300,0,2012-01-01
1095,Here (2012),Strand,26700,0,2012-01-01
1096,In Another Country,KL,25100,0,2012-01-01
1097,The First Time,Gold.,22800,0,2012-01-01
1098,Bonsai,Strand,21300,0,2012-01-01
1099,The Day,Anch.,21000,0,2012-01-01
1100,28 Hotel Rooms,Osci.,18900,0,2012-01-01
1101,Lovely Molly,Imag.,18500,0,2012-01-01
1102,Juan of the Dead,Outs,18000,0,2012-01-01
1103,4:44: Last Day on Earth,IFC,17800,0,2012-01-01
1104,Little Birds,MNE,17700,0,2012-01-01
1105,Return (2012),Da.,16100,0,2012-01-01
1106,Alps,KL,16100,0,2012-01-01
1107,Patience (After Sebald),CGld,15900,0,2012-01-01
1108,Take Me Home,Mont.,15800,0,2012-01-01
1109,Reuniting the Rubins,Mont.,13600,0,2012-01-01
1110,Cirkus Columbia,Strand,3500,9500,2012-01-01
1111,Grassroots,Gold.,12400,0,2012-01-01
1112,Husbands in Goa,UTV,10100,0,2012-01-01
1113,Starry Starry Night,CL,10000,0,2012-01-01
1114,Corpo Celeste,FM,8900,0,2012-01-01
1115,Dreams of a Life,Strand,8400,0,2012-01-01
1116,The Babymakers,MNE,7900,0,2012-01-01
1117,Las Acacias,OutF,6000,0,2012-01-01
1118,The Good Doctor,Magn.,5200,0,2012-01-01
1119,Liar's Autobiography,BSM,5100,0,2012-01-01
1120,Sleepless Night,Trib.,3400,0,2012-01-01
1121,ATM,IFC,3000,0,2012-01-01
1122,About Cherry,IFC,3000,0,2012-01-01
1123,Perfect Sense,IFC,3000,0,2012-01-01
1124,Cheerful Weather for the Wedding,IFC,2700,0,2012-01-01
1125,The Decoy Bride,IFC,800,0,2012-01-01
1126,Death of a Superhero,Trib.,600,0,2012-01-01
1127,Frozen,BV,400700000,875700000,2013-01-01
1128,Iron Man 3,BV,409000000,805800000,2013-01-01
1129,Despicable Me 2,Uni.,368100000,602700000,2013-01-01
1130,The Hobbit: The Desolation of Smaug,WB (NL),258399999,700000000,2013-01-01
1131,The Hunger Games: Catching Fire,LGF,424700000,440300000,2013-01-01
1132,Fast & Furious 6,Uni.,238700000,550000000,2013-01-01
1133,Monsters University,BV,268500000,475700000,2013-01-01
1134,Gravity,WB,274100000,449100000,2013-01-01
1135,Man of Steel,WB,291000000,377000000,2013-01-01
1136,Thor: The Dark World,BV,206400000,438200000,2013-01-01
1137,The Croods,Fox,187200000,400000000,2013-01-01
1138,World War Z,Par.,202400000,337600000,2013-01-01
1139,Oz The Great and Powerful,BV,234900000,258399999,2013-01-01
1140,Star Trek Into Darkness,Par.,228800000,238600000,2013-01-01
1141,The Wolverine,Fox,132600000,282300000,2013-01-01
1142,Pacific Rim,WB,101800000,309200000,2013-01-01
1143,The Wolf of Wall Street,Par.,116900000,275100000,2013-01-01
1144,G.I. Joe: Retaliation,Par.,122500000,253200000,2013-01-01
1145,The Hangover Part III,WB,112200000,249800000,2013-01-01
1146,The Great Gatsby (2013),WB,144800000,208800000,2013-01-01
1147,Now You See Me,LG/S,117700000,234000000,2013-01-01
1148,The Smurfs 2,Sony,71000000,276500000,2013-01-01
1149,The Conjuring,WB (NL),137400000,182100000,2013-01-01
1150,A Good Day to Die Hard,Fox,67300000,237300000,2013-01-01
1151,Oblivion,Uni.,89100000,197100000,2013-01-01
1152,Elysium,TriS,93100000,193100000,2013-01-01
1153,Turbo,Fox,83000000,199500000,2013-01-01
1154,Cloudy with a Chance of Meatballs 2,Sony,119800000,154500000,2013-01-01
1155,We're the Millers,WB (NL),150400000,119600000,2013-01-01
1156,Epic,Fox,107500000,160900000,2013-01-01
1157,The Lone Ranger,BV,89300000,171200000,2013-01-01
1158,American Hustle,Sony,150100000,101100000,2013-01-01
1159,Grown Ups 2,Sony,133699999,113300000,2013-01-01
1160,After Earth,Sony,60500000,183300000,2013-01-01
1161,Planes,BV,90300000,149000000,2013-01-01
1162,The Heat,Fox,159600000,70300000,2013-01-01
1163,Hansel and Gretel: Witch Hunters,Par.,55700000,170600000,2013-01-01
1164,Captain Phillips,Sony,107100000,111700000,2013-01-01
1165,White House Down,Sony,73100000,132300000,2013-01-01
1166,Percy Jackson: Sea of Monsters,Fox,68600000,131300000,2013-01-01
1167,Lost in Thailand,WAMCR,57400,197700000,2013-01-01
1168,Jack the Giant Slayer,WB (NL),65200000,132500000,2013-01-01
1169,The Secret Life of Walter Mitty,Fox,58200000,129900000,2013-01-01
1170,12 Years a Slave,FoxS,56700000,131100000,2013-01-01
1171,Lee Daniels' The Butler,Wein.,116600000,60000000,2013-01-01
1172,Identity Thief,Uni.,134500000,39500000,2013-01-01
1173,Anchorman 2: The Legend Continues,Par.,125200000,46300000,2013-01-01
1174,Olympus Has Fallen,FD,98900000,71300000,2013-01-01
1175,Insidious Chapter 2,FD,83600000,78300000,2013-01-01
1176,Lone Survivor,Uni.,125100000,29700000,2013-01-01
1177,Jackass Presents: Bad Grandpa,Par.,102000000,49800000,2013-01-01
1178,47 Ronin,Uni.,38400000,113400000,2013-01-01
1179,Red 2,LG/S,53300000,94800000,2013-01-01
1180,Mama,Uni.,71600000,74800000,2013-01-01
1181,Escape Plan,LG/S,25100000,112200000,2013-01-01
1182,Last Vegas,CBS,63900000,70500000,2013-01-01
1183,2 Guns,Uni.,75600000,56300000,2013-01-01
1184,Walking with Dinosaurs,Fox,36100000,90500000,2013-01-01
1185,This is the End,Sony,101500000,24600000,2013-01-01
1186,Ender's Game,LG/S,61700000,63800000,2013-01-01
1187,Prisoners,WB,61000000,61100000,2013-01-01
1188,Saving Mr. Banks,BV,83300000,34600000,2013-01-01
1189,Warm Bodies,LG/S,66400000,50600000,2013-01-01
1190,Jurassic Park 3D,Uni.,45400000,71100000,2013-01-01
1191,Personal Tailor,CL,376000,115800000,2013-01-01
1192,Free Birds,Rela.,55800000,54600000,2013-01-01
1193,Gangster Squad,WB,46000000,59200000,2013-01-01
1194,Philomena,Wein.,37700000,62400000,2013-01-01
1195,Instructions Not Included,LGF,44500000,54600000,2013-01-01
1196,Riddick,Uni.,42000000,56300000,2013-01-01
1197,Safe Haven,Rela.,71300000,26200000,2013-01-01
1198,Evil Dead (2013),TriS,54200000,43300000,2013-01-01
1199,Blue Jasmine,SPC,33400000,64099999,2013-01-01
1200,The Mortal Instruments: City of Bones,SGem,31200000,64200000,2013-01-01
1201,The Internship,Fox,44700000,48800000,2013-01-01
1202,Rush (2013),Uni.,26900000,63300000,2013-01-01
1203,The Purge,Uni.,64500000,24900000,2013-01-01
1204,Dhoom 3,Yash,8000000,80000000,2013-01-01
1205,About Time,Uni.,15300000,71800000,2013-01-01
1206,Pain and Gain,Par.,49900000,36300000,2013-01-01
1207,Carrie (2013),SGem,35300000,49500000,2013-01-01
1208,The Family (2013),Rela.,36900000,41500000,2013-01-01
1209,Scary Movie 5,W/Dim.,32000000,46400000,2013-01-01
1210,R.I.P.D.,Uni.,33600000,44700000,2013-01-01
1211,Tiny Times,CL,23500,77700000,2013-01-01
1212,The Book Thief,Fox,21500000,55100000,2013-01-01
1213,Escape From Planet Earth,Wein.,57000000,17600000,2013-01-01
1214,August: Osage County,Wein.,37700000,36500000,2013-01-01
1215,The Best Man Holiday,Uni.,70500000,2300000,2013-01-01
1216,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800,72200000,2013-01-01
1217,The Counselor,Fox,17000000,54000000,2013-01-01
1218,The Call,TriS,51900000,16700000,2013-01-01
1219,One Direction: This is Us,TriS,28900000,39700000,2013-01-01
1220,The Grandmaster,Wein.,6600000,57500000,2013-01-01
1221,Side Effects (2013),ORF,32200000,31200000,2013-01-01
1222,The Host (2013),ORF,26600000,36700000,2013-01-01
1223,Runner Runner,Fox,19300000,43400000,2013-01-01
1224,From Up on Poppy Hill,GK,1000000,60000000,2013-01-01
1225,Kick-Ass 2,Uni.,28800000,32000000,2013-01-01
1226,A Haunted House,ORF,40000000,20100000,2013-01-01
1227,Beautiful Creatures (2013),WB,19500000,40600000,2013-01-01
1228,Quartet,Wein.,18400000,41100000,2013-01-01
1229,Dallas Buyers Club,Focus,27300000,27900000,2013-01-01
1230,The Face Reader,PM&E,516000,54100000,2013-01-01
1231,Tyler Perry's A Madea Christmas,LGF,52500000,853000,2013-01-01
1232,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000,1200000,2013-01-01
1233,Delivery Man,BV,30700000,19300000,2013-01-01
1234,The Berlin File,CJ,665000,48300000,2013-01-01
1235,The Last Stand,LGF,12100000,36300000,2013-01-01
1236,21 and Over,Rela.,25700000,22400000,2013-01-01
1237,Her (2013),WB,25600000,21800000,2013-01-01
1238,Tiny Times 2,CL,43800,47200000,2013-01-01
1239,Texas Chainsaw 3D,LGF,34300000,12900000,2013-01-01
1240,The Big Wedding,LGF,21800000,24700000,2013-01-01
1241,Parker,FD,17600000,28600000,2013-01-01
1242,The World's End,Focus,26000000,20100000,2013-01-01
1243,Grudge Match,WB,29800000,15100000,2013-01-01
1244,Homefront,ORF,20200000,22900000,2013-01-01
1245,Snitch,LG/S,42900000,0,2013-01-01
1246,Jobs,ORF,16100000,19800000,2013-01-01
1247,The Place Beyond the Pines,Focus,21400000,14100000,2013-01-01
1248,Inside Llewyn Davis,CBS,13200000,19700000,2013-01-01
1249,Mud,RAtt.,21600000,11000000,2013-01-01
1250,Movie 43,Rela.,8800000,23600000,2013-01-01
1251,Kevin Hart: Let Me Explain,LG/S,32200000,74000,2013-01-01
1252,Spring Breakers,A24,14100000,17600000,2013-01-01
1253,New World (2013),WGUSA,458000,31200000,2013-01-01
1254,Don Jon,Rela.,24500000,6000000,2013-01-01
1255,I Give It a Year,Magn.,34700,28200000,2013-01-01
1256,Nebraska,Par.,17700000,10000000,2013-01-01
1257,The Incredible Burt Wonderstone,WB (NL),22500000,4900000,2013-01-01
1258,Mandela: Long Walk to Freedom,Wein.,8300000,19000000,2013-01-01
1259,Khumba,MNE,1000,27200000,2013-01-01
1260,Dark Skies,W/Dim.,17400000,9000000,2013-01-01
1261,Enough Said,FoxS,17600000,7700000,2013-01-01
1262,Trance,FoxS,2300000,21900000,2013-01-01
1263,"The Way, Way Back",FoxS,21500000,1700000,2013-01-01
1264,Kon-Tiki,Wein.,1500000,21300000,2013-01-01
1265,Baggage Claim,FoxS,21600000,887000,2013-01-01
1266,Diana,EOne,335000,21400000,2013-01-01
1267,The Great Beauty,Jan.,2900000,18500000,2013-01-01
1268,22 Bullets,Cdgm.,0,21300000,2013-01-01
1269,The Sapphires,Wein.,2500000,18000000,2013-01-01
1270,Broken City,Fox,19700000,0,2013-01-01
1271,The Company You Keep,SPC,5100000,14500000,2013-01-01
1272,The Bling Ring,A24,5800000,13300000,2013-01-01
1273,You're Next,LGF,18500000,0,2013-01-01
1274,Dead Man Down,FD,10900000,7200000,2013-01-01
1275,Admission,Focus,18000000,0,2013-01-01
1276,Fruitvale Station,Wein.,16100000,1300000,2013-01-01
1277,Battle of the Year,SGem,8900000,7700000,2013-01-01
1278,Out of the Furnace,Rela.,11300000,4300000,2013-01-01
1279,Billy and Buddy,Distrib.,900,15200000,2013-01-01
1280,The Last Exorcism Part II,CBS,15200000,0,2013-01-01
1281,Machete Kills,ORF,8000000,7000000,2013-01-01
1282,Journey to the South Pacific,Imax,7600000,6500000,2013-01-01
1283,Paranoia,Rela.,7400000,6400000,2013-01-01
1284,All Is Lost,RAtt.,6300000,7400000,2013-01-01
1285,Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000,12600000,2013-01-01
1286,Stoker,FoxS,1700000,10400000,2013-01-01
1287,In the House,Cohen,390000,11500000,2013-01-01
1288,I'm So Excited,SPC,1400000,10400000,2013-01-01
1289,Haute Cuisine,Wein.,218000,11200000,2013-01-01
1290,Before Midnight,SPC,8100000,3100000,2013-01-01
1291,Only God Forgives,RTWC,779000,9900000,2013-01-01
1292,The Past,SPC,1300000,9300000,2013-01-01
1293,Love is All You Need,SPC,1600000,8400000,2013-01-01
1294,Bullet to the Head,WB,9500000,0,2013-01-01
1295,Tyler Perry Presents Peeples,LGF,9200000,130000,2013-01-01
1296,Jerusalem,NGE,8000000,1300000,2013-01-01
1297,The Fifth Estate,BV,3300000,5300000,2013-01-01
1298,Upside Down,MNE,105000,8000000,2013-01-01
1299,Metallica Through the Never,PH,3400000,4600000,2013-01-01
1300,Pulling Strings,LGF,5800000,2000000,2013-01-01
1301,Black Nativity,FoxS,7000000,436000,2013-01-01
1302,Blue Is the Warmest Color,IFC,2200000,5200000,2013-01-01
1303,Unfinished Song,Wein.,1700000,5300000,2013-01-01
1304,The Angels' Share,IFC,347000,6700000,2013-01-01
1305,The Spectacular Now,A24,6900000,0,2013-01-01
1306,The Sweeney,EOne,26700,6300000,2013-01-01
1307,Believe,ORF,6200000,0,2013-01-01
1308,Matru Ki Bijlee Ka Mandola,FIP,0,6000000,2013-01-01
1309,Closed Circuit,Focus,5800000,0,2013-01-01
1310,Populaire,Wein.,179000,5300000,2013-01-01
1311,Broken Circle Breakdown,Trib.,175000,5300000,2013-01-01
1312,Fists of Legend,CJ,134000,5300000,2013-01-01
1313,Chennai Express,UTV,5300000,0,2013-01-01
1314,20 Feet from Stardom,RTWC,4900000,0,2013-01-01
1315,Oldboy (2013),FD,2200000,2700000,2013-01-01
1316,Commitment,WGUSA,76500,4500000,2013-01-01
1317,White Elephant,Strand,8900,4400000,2013-01-01
1318,Much Ado About Nothing (2013),RAtt.,4300000,0,2013-01-01
1319,Frances Ha,IFC,4099999,0,2013-01-01
1320,You Will Be My Son,Cohen,285000,3600000,2013-01-01
1321,Yeh Jawaani Hai Deewani,Eros,3800000,0,2013-01-01
1322,Pieta,Drft.,22100,3600000,2013-01-01
1323,Mental,Da.,17700,3600000,2013-01-01
1324,The To-Do List,CBS,3500000,74600,2013-01-01
1325,Mr. Nobody,Magn.,3600,3500000,2013-01-01
1326,Emperor,RAtt.,3300000,0,2013-01-01
1327,Stand Up Guys,LGF,3300000,0,2013-01-01
1328,In a World,RAtt.,3000000,0,2013-01-01
1329,Ram-Leela,Eros,2700000,0,2013-01-01
1330,Capital,Cohen,102000,2400000,2013-01-01
1331,The East,FoxS,2300000,99700,2013-01-01
1332,I'm In Love With a Church Girl,HTR,2400000,0,2013-01-01
1333,No (2013),SPC,2300000,0,2013-01-01
1334,Renoir,Gold.,2300000,0,2013-01-01
1335,The Christmas Candle,ELS,2300000,0,2013-01-01
1336,Reality (2013),Osci.,72600,2200000,2013-01-01
1337,Krrish 3,Eros,2200000,0,2013-01-01
1338,Austenland,SPC,2200000,0,2013-01-01
1339,The Sorcerer and the White Snake,Magn.,18800,2100000,2013-01-01
1340,The Snitch Cartel,PI,0,2100000,2013-01-01
1341,The Iceman (2013),MNE,2000000,0,2013-01-01
1342,All the Boys Love Mandy Lane,RTWC,0,1900000,2013-01-01
1343,Fill the Void,SPC,1800000,0,2013-01-01
1344,Starbuck (U.S. only),E1,340000,1300000,2013-01-01
1345,Bhaag Milkha Bhaag,Relbig.,1600000,0,2013-01-01
1346,Therese,MPI,102000,1500000,2013-01-01
1347,Stories We Tell,RAtt.,1600000,0,2013-01-01
1348,Lovelace,RTWC,357000,1200000,2013-01-01
1349,Race 2,UTV,1600000,0,2013-01-01
1350,Disconnect,LD,1400000,0,2013-01-01
1351,Girl Most Likely,RAtt.,1400000,0,2013-01-01
1352,Wadjda (U.S. only),SPC,1300000,0,2013-01-01
1353,The Kings of Summer,CBS,1300000,0,2013-01-01
1354,The Invisible Woman,SPC,1200000,0,2013-01-01
1355,Violeta Went to Heaven,KL,21500,1200000,2013-01-01
1356,Romeo and Juliet (2013),Rela.,1200000,0,2013-01-01
1357,Still Mine,Gold.,1200000,0,2013-01-01
1358,The Wall (2013),MBox,38700,1100000,2013-01-01
1359,Kai Po Che,UTV,1100000,0,2013-01-01
1360,What Maisie Knew,MNE,1100000,0,2013-01-01
1361,Thanks for Sharing,RAtt.,1100000,0,2013-01-01
1362,Ain't Them Bodies Saints,IFC,397000,635000,2013-01-01
1363,Kill Your Darlings,SPC,1000000,0,2013-01-01
1364,Short Term 12,Cdgm.,1000000,0,2013-01-01
1365,Ginger & Rosa,A24,1000000,0,2013-01-01
1366,Lore,MBox,970000,0,2013-01-01
1367,Raanjhana,Eros,903000,0,2013-01-01
1368,6 Souls,RTWC,0,852000,2013-01-01
1369,Generation Iron,TVC,850000,0,2013-01-01
1370,The Monk,ATO,13500,794000,2013-01-01
1371,Satyagraha,UTV,739000,0,2013-01-01
1372,Hannah Arendt,Zeit.,717000,0,2013-01-01
1373,Besharam,Relbig.,680000,0,2013-01-01
1374,Salinger,Wein.,584000,67000,2013-01-01
1375,The Hunt,Magn.,613000,0,2013-01-01
1376,Walking the Camino: Six Ways to Santiago,FEF,613000,0,2013-01-01
1377,To The Wonder,Magn.,588000,0,2013-01-01
1378,Lootera,Eros,582000,0,2013-01-01
1379,Museum Hours,CGld,561000,0,2013-01-01
1380,The Reluctant Fundamentalist,IFC,553000,0,2013-01-01
1381,You Ain't Seen Nothin' Yet,KL,18900,488000,2013-01-01
1382,The Inevitable Defeat of Mister and Pete,LGF,495000,0,2013-01-01
1383,Act of Killing,Drft.,487000,0,2013-01-01
1384,Sound City,Vari.,423000,0,2013-01-01
1385,Shadow Dancer,Magn.,101000,319000,2013-01-01
1386,A Hijacking,Magn.,414000,0,2013-01-01
1387,Grand Masti,Eros,414000,0,2013-01-01
1388,Phata Poster Nikla Hero,Eros,411000,0,2013-01-01
1389,The Armstrong Lie,SPC,383000,0,2013-01-01
1390,Tai Chi Hero,WGUSA,35100,347000,2013-01-01
1391,At Any Price,SPC,381000,0,2013-01-01
1392,Shootout at Wadala,Eros,370000,0,2013-01-01
1393,Gori Tere Pyaar Mein,Relbig.,342000,0,2013-01-01
1394,Adore,EXCL,319000,0,2013-01-01
1395,A Bottle in the Gaza Sea,FM,5900,306000,2013-01-01
1396,Go Goa Gone,Eros,298000,0,2013-01-01
1397,Blancanieves,Cohen,280000,0,2013-01-01
1398,Himmatwala,UTV,271000,0,2013-01-01
1399,Great Expectations (2013),MSF,259000,0,2013-01-01
1400,The Silence,MBox,100000,132000,2013-01-01
1401,Singh Saab The Great,Eros,226000,0,2013-01-01
1402,ABCD (Any Body Can Dance),UTV,222000,0,2013-01-01
1403,Arthur Newman,Cdgm.,208000,0,2013-01-01
1404,Ghanchakkar,UTV,203000,0,2013-01-01
1405,Midnight's Children,P/108,190000,0,2013-01-01
1406,R... Rajkumar,Eros,167000,0,2013-01-01
1407,We Steal Secrets: The Story of Wikileaks,FCW,166000,0,2013-01-01
1408,The Patience Stone,SPC,149000,0,2013-01-01
1409,Rangeelay,Eros,148000,0,2013-01-01
1410,Drug War,Vari.,128000,0,2013-01-01
1411,Beyond the Hills,IFC,125000,0,2013-01-01
1412,Storm Surfers 3D,XL,117000,0,2013-01-01
1413,Yossi,Strand,117000,0,2013-01-01
1414,Spinning Plates,TFA,112000,0,2013-01-01
1415,Ek Thi Daayan,Eros,112000,0,2013-01-01
1416,The English Teacher,Cdgm.,105000,0,2013-01-01
1417,Man of Tai Chi,RTWC,100000,0,2013-01-01
1418,Passion,EOne,92200,0,2013-01-01
1419,Byzantium,IFC,89200,0,2013-01-01
1420,The Rooftop,WGUSA,85800,0,2013-01-01
1421,We Are What We Are,EOne,81400,0,2013-01-01
1422,Stuck in Love,MNE,81100,0,2013-01-01
1423,More Than Honey,KL,79800,0,2013-01-01
1424,Caesar Must Die,AF,76900,0,2013-01-01
1425,Leviathan (2013),CGld,76200,0,2013-01-01
1426,No One Lives,Anch.,74900,0,2013-01-01
1427,War Witch,Trib.,70500,0,2013-01-01
1428,The Pervert's Guide to Ideology,Zeit.,68000,0,2013-01-01
1429,My Lucky Star,CL,64400,0,2013-01-01
